age,avg_flight_price,total_mileage,total_flight_price,total_flights,avg_flight_distance,avg_flight_time,total_days_hotel,total_hotel_price,avg_hotel_price_daily,total_hotels,total_price
40,932.43,181096.46,324485.03,348,520.39,1.35,122,24646.2,202.02,51,349131.23000000004
23,884.59,44130.62,83151.9,94,469.47,1.22,28,5982.01,213.64,10,89133.90999999999
50,935.71,158018.52,295682.98,316,500.06,1.3,128,29017.74,226.7,53,324700.72
64,959.36,63832.84,118960.66,124,514.78,1.34,32,5625.56,175.8,14,124586.22
54,914.67,125919.84,234156.17,256,491.87,1.28,85,19652.83,231.21,37,253809.0
50,942.87,52288.26,94286.58,100,522.88,1.36,54,10707.39,198.29,19,104993.97
28,947.17,159498.24,312567.44,330,483.33,1.26,79,14846.47,187.93,36,327413.91
33,933.2,63601.66,113849.89,122,521.33,1.36,33,5634.3,170.74,13,119484.19
57,899.66,150882.02,277094.62,308,489.88,1.27,109,20962.9,192.32,45,298057.52
56,923.64,205512.98,369457.87,400,513.78,1.34,181,39404.64,217.71,67,408862.51
53,922.18,170050.2,306162.46,332,512.2,1.33,118,28455.04,241.14,51,334617.5
48,960.43,51646.44,99884.62,104,496.6,1.29,35,7288.49,208.24,12,107173.11
24,897.67,164551.16,298027.75,332,495.64,1.29,105,22928.85,218.37,41,320956.6
63,951.08,204633.7,365216.31,384,532.9,1.38,136,28619.8,210.44,55,393836.11
32,862.78,50892.68,98356.94,114,446.43,1.16,44,8847.72,201.08,19,107204.66
53,933.65,153398.74,280093.69,300,511.33,1.33,143,32166.37,224.94,51,312260.06
46,918.81,170846.04,317909.21,346,493.77,1.28,138,30010.72,217.47,60,347919.93000000005
57,962.28,137524.2,248267.65,258,533.04,1.39,107,22762.18,212.73,43,271029.83
41,947.14,156586.56,297400.64,314,498.68,1.3,111,22569.25,203.33,40,319969.89
38,920.58,50338.44,88375.35,96,524.36,1.36,31,7236.87,233.45,13,95612.22
30,955.75,38031.8,66902.79,70,543.31,1.41,9,2016.84,224.09,5,68919.62999999999
45,928.91,15136.02,29725.17,32,473.0,1.23,11,1588.19,144.38,4,31313.359999999997
34,944.95,73536.22,137963.2,146,503.67,1.31,83,15053.46,181.37,28,153016.66
22,904.91,83409.5,152025.19,168,496.49,1.29,64,12858.27,200.91,25,164883.46
37,934.42,189764.26,353211.08,378,502.02,1.3,144,28624.6,198.78,59,381835.68
65,905.96,179876.44,333391.93,368,488.79,1.27,152,29756.09,195.76,55,363148.02
33,920.68,86944.04,160198.45,174,499.68,1.3,73,15287.95,209.42,27,175486.40000000002
25,960.13,25095.7,49926.82,52,482.61,1.26,16,2701.34,168.83,7,52628.16
31,928.46,182657.9,334246.26,360,507.38,1.32,136,31171.43,229.2,57,365417.69
22,980.18,178806.96,331301.74,338,529.01,1.37,116,25420.4,219.14,45,356722.14
47,932.15,141341.76,274051.28,294,480.75,1.25,111,21151.13,190.55,43,295202.41000000003
33,926.67,77547.6,148267.22,160,484.67,1.26,70,14395.84,205.65,26,162663.06
46,949.19,99939.58,180346.3,190,526.0,1.37,70,13814.41,197.35,30,194160.71
57,915.19,147183.26,261744.43,286,514.63,1.34,94,19550.56,207.98,34,281294.99
35,828.84,21810.36,38126.6,46,474.14,1.23,12,2951.73,245.98,5,41078.33
52,981.42,127763.32,239465.63,244,523.62,1.36,115,24185.01,210.3,45,263650.64
36,972.18,171758.32,318876.0,328,523.65,1.36,128,25943.24,202.68,51,344819.24
25,890.36,35362.04,67667.27,76,465.29,1.21,20,4333.93,216.7,9,72001.20000000001
32,922.93,140141.92,245498.7,266,526.85,1.37,84,16941.22,201.68,30,262439.92000000004
36,957.2,182515.18,336936.15,352,518.51,1.35,143,28928.65,202.3,60,365864.80000000005
57,869.35,44805.24,85195.97,98,457.2,1.19,36,7876.26,218.79,16,93072.23
39,894.81,140006.76,248756.58,278,503.62,1.31,89,18932.95,212.73,36,267689.52999999997
61,901.2,174603.68,315420.83,350,498.87,1.3,130,25185.63,193.74,50,340606.46
33,902.48,99158.46,178690.89,198,500.8,1.3,84,18222.32,216.93,35,196913.21000000002
37,865.32,169760.34,320168.2,370,458.81,1.19,147,31925.04,217.18,55,352093.24
46,889.94,20203.16,39157.25,44,459.16,1.19,20,5185.83,259.29,8,44343.08
48,901.69,53629.8,95578.84,106,505.94,1.31,71,18427.21,259.54,25,114006.04999999999
49,876.1,44013.26,75344.2,86,511.78,1.33,30,6452.35,215.08,11,81796.55
59,912.22,190852.98,344817.69,378,504.9,1.31,146,32998.67,226.02,59,377816.36
25,939.51,94505.06,172869.27,184,513.61,1.34,70,15600.81,222.87,30,188470.08
24,915.66,34209.92,62265.12,68,503.09,1.31,25,5261.22,210.45,10,67526.34
65,909.85,70194.54,131017.77,144,487.46,1.27,34,6814.05,200.41,17,137831.82
28,893.07,22441.74,39295.13,44,510.04,1.33,17,2970.54,174.74,8,42265.67
25,905.84,152715.92,275376.42,304,502.36,1.31,136,28368.35,208.59,54,303744.76999999996
21,949.77,166404.0,298227.63,314,529.95,1.38,107,22511.96,210.39,48,320739.59
31,920.03,83124.26,154564.44,168,494.79,1.29,70,13831.59,197.59,25,168396.03
65,992.28,190904.78,355237.38,358,533.25,1.39,154,34044.63,221.07,57,389282.01
32,977.77,191320.72,363728.64,372,514.3,1.34,139,28836.26,207.46,57,392564.9
65,983.65,25400.84,45247.8,46,552.19,1.43,15,4091.42,272.76,8,49339.22
25,832.21,5430.96,9986.52,12,452.58,1.18,7,1782.28,254.61,2,11768.800000000001
56,923.62,85087.94,153320.23,166,512.58,1.33,66,13928.45,211.04,24,167248.68000000002
47,876.25,44589.3,85872.23,98,454.99,1.18,42,8114.03,193.19,14,93986.26
24,802.52,10543.3,17655.55,22,479.24,1.24,6,1876.98,312.83,2,19532.53
30,918.47,104793.64,200227.08,218,480.7,1.25,94,19118.66,203.39,36,219345.74
49,968.87,83270.28,153081.44,158,527.03,1.37,63,14315.88,227.24,26,167397.32
56,946.53,24377.32,45433.36,48,507.86,1.32,16,2703.75,168.98,7,48137.11
52,933.44,192012.9,365908.29,392,489.83,1.27,126,28942.16,229.7,58,394850.44999999995
39,983.72,134923.38,240028.57,244,552.96,1.44,103,22058.06,214.16,42,262086.63
45,953.63,201290.48,368099.48,386,521.48,1.36,146,30133.05,206.39,57,398232.52999999997
44,949.34,51426.06,91136.37,96,535.69,1.39,36,7196.13,199.89,14,98332.5
21,919.69,181176.28,329248.74,358,506.08,1.32,146,34868.54,238.83,55,364117.27999999997
23,956.0,126537.36,227527.08,238,531.67,1.38,99,22222.49,224.47,42,249749.56999999998
43,955.05,201748.94,382018.31,400,504.37,1.31,166,36698.66,221.08,67,418716.97
55,940.44,196193.0,357366.03,380,516.3,1.34,149,32624.76,218.96,54,389990.79000000004
49,958.39,142262.88,256847.86,268,530.83,1.38,90,18771.6,208.57,31,275619.45999999996
27,959.71,58227.26,113246.05,118,493.45,1.28,38,8656.92,227.81,16,121902.97
23,931.59,30512.28,55895.69,60,508.54,1.32,25,4271.48,170.86,12,60167.17
48,869.0,29422.42,53877.93,62,474.56,1.23,15,3663.35,244.22,7,57541.28
49,911.87,81777.94,144075.64,158,517.58,1.34,65,13967.31,214.88,26,158042.95
39,895.25,130740.52,238136.92,266,491.51,1.28,100,20755.49,207.55,40,258892.41
28,987.22,26605.86,49361.21,50,532.12,1.38,22,3987.77,181.26,8,53348.979999999996
29,913.26,89544.42,157080.16,172,520.61,1.35,60,12346.06,205.77,27,169426.22
36,1056.24,7793.0,16899.91,16,487.06,1.27,7,1992.13,284.59,2,18892.04
52,904.58,128538.1,238808.66,264,486.89,1.27,110,21129.69,192.09,44,259938.35
47,933.02,70471.26,128756.88,138,510.66,1.33,45,9849.28,218.87,17,138606.16
48,929.03,172341.46,306581.31,330,522.25,1.36,105,22085.98,210.34,43,328667.29
49,937.37,64489.58,114359.26,122,528.6,1.37,40,8514.07,212.85,18,122873.32999999999
23,952.06,26543.22,47603.05,50,530.86,1.38,23,5270.89,229.17,10,52873.94
53,865.44,29155.68,51926.25,60,485.93,1.26,10,3129.06,312.91,3,55055.31
21,1358.82,1353.12,2717.63,2,676.56,1.76,2,526.82,263.41,1,3244.4500000000003
25,947.32,192635.52,358087.87,378,509.62,1.32,143,31739.21,221.95,54,389827.08
59,933.58,109636.52,209121.06,224,489.45,1.27,85,17666.96,207.85,33,226788.02
32,974.55,93060.56,173469.49,178,522.81,1.36,79,16638.11,210.61,29,190107.59999999998
39,923.9,87696.98,151519.21,164,534.74,1.39,53,11427.64,215.62,22,162946.84999999998
24,925.7,63563.84,120341.15,130,488.95,1.27,47,9419.3,200.41,18,129760.45
21,926.87,192236.92,354065.64,382,503.24,1.31,142,29882.43,210.44,61,383948.07
63,998.53,32298.06,55917.58,56,576.75,1.5,13,3148.79,242.21,4,59066.37
62,913.39,71696.72,140661.98,154,465.56,1.21,61,11236.54,184.21,23,151898.52000000002
61,932.64,154786.88,279793.34,300,515.96,1.34,130,28849.28,221.92,48,308642.62
37,964.04,123279.62,227514.11,236,522.37,1.36,92,18755.68,203.87,43,246269.78999999998
35,872.44,68697.16,127376.11,146,470.53,1.22,47,9134.36,194.35,21,136510.47
61,971.19,74919.76,149563.26,154,486.49,1.26,47,9078.6,193.16,18,158641.86000000002
36,903.04,125032.22,225759.51,250,500.13,1.3,94,22504.08,239.41,38,248263.59000000003
46,972.29,31652.38,54448.33,56,565.22,1.47,20,5547.22,277.36,8,59995.55
45,770.25,2954.18,7702.52,10,295.42,0.77,6,1042.16,173.69,2,8744.68
29,956.25,207213.62,382500.79,400,518.03,1.35,131,27565.75,210.43,58,410066.54
21,927.83,80999.98,150308.19,162,500.0,1.3,77,14718.54,191.15,26,165026.73
59,902.24,49839.18,90224.0,100,498.39,1.29,35,7595.45,217.01,11,97819.45
61,946.96,144754.66,270830.8,286,506.14,1.32,105,20085.24,191.29,43,290916.04
65,980.22,51095.64,94101.13,96,532.25,1.38,42,8600.3,204.77,19,102701.43000000001
63,873.3,4581.22,10479.54,12,381.77,0.99,8,1793.73,224.22,3,12273.27
42,908.27,96358.78,178021.71,196,491.63,1.28,81,17456.89,215.52,34,195478.59999999998
44,908.58,79831.7,138103.98,152,525.21,1.36,55,10020.86,182.2,22,148124.84000000003
36,892.43,193420.88,348046.83,390,495.95,1.29,143,30956.35,216.48,55,379003.18
44,888.32,143467.32,264719.03,298,481.43,1.25,84,21083.13,250.99,37,285802.16000000003
52,969.73,168878.1,310314.93,320,527.74,1.37,132,26674.91,202.08,53,336989.83999999997
57,890.4,85081.38,156710.02,176,483.42,1.26,69,16441.0,238.28,27,173151.02
29,920.35,164312.06,298192.4,324,507.14,1.32,136,29770.68,218.9,55,327963.08
57,951.07,95501.9,165485.36,174,548.86,1.43,57,10949.74,192.1,23,176435.09999999998
53,887.98,178943.42,339209.09,382,468.44,1.22,192,38411.76,200.06,73,377620.85000000003
60,886.95,69214.3,125947.59,142,487.42,1.27,50,11385.57,227.71,20,137333.16
44,907.82,30228.02,52653.61,58,521.17,1.35,33,6902.22,209.16,12,59555.83
21,892.33,71320.48,133849.38,150,475.47,1.24,59,13407.18,227.24,23,147256.56
46,911.45,147011.26,282550.18,310,474.23,1.23,114,23273.0,204.15,43,305823.18
32,975.2,169918.16,315964.71,324,524.44,1.36,106,22385.32,211.18,46,338350.03
24,928.06,153585.12,272848.9,294,522.4,1.36,132,28933.14,219.19,48,301782.04000000004
24,913.91,29414.78,56662.66,62,474.43,1.23,10,2775.87,277.59,6,59438.530000000006
37,1045.66,14105.58,25095.87,24,587.73,1.53,11,2499.49,227.23,5,27595.36
23,878.83,175092.48,328683.43,374,468.16,1.22,143,29975.38,209.62,58,358658.81
46,944.16,9487.68,18883.26,20,474.38,1.23,7,1992.32,284.62,3,20875.579999999998
43,937.46,197236.2,367482.48,392,503.15,1.31,133,24959.03,187.66,52,392441.51
28,918.16,190712.6,347063.02,378,504.53,1.31,150,32725.77,218.17,59,379788.79000000004
61,949.02,94500.76,172722.05,182,519.23,1.35,75,16839.56,224.53,29,189561.61
42,967.12,150847.78,290134.71,300,502.83,1.31,90,18200.83,202.23,39,308335.54000000004
46,916.84,66184.08,133858.26,146,453.32,1.18,71,14615.55,205.85,23,148473.81
33,944.43,100731.06,185109.17,196,513.93,1.34,95,20582.14,216.65,36,205691.31
29,907.87,149002.14,277807.04,306,486.94,1.26,122,28682.02,235.1,45,306489.06
52,923.9,169259.64,338147.78,366,462.46,1.2,163,36742.59,225.41,65,374890.37
56,891.67,149952.76,283551.17,318,471.55,1.22,129,31127.46,241.3,51,314678.63
36,860.87,109731.66,211773.9,246,446.06,1.16,81,18284.53,225.73,34,230058.43
49,931.86,44502.9,85731.0,92,483.73,1.26,47,11965.0,254.57,15,97696.0
22,903.67,86052.64,164468.73,182,472.82,1.23,79,18323.33,231.94,31,182792.06
50,852.3,106811.06,201142.08,236,452.59,1.18,74,17172.86,232.07,34,218314.94
63,881.83,111532.98,199293.42,226,493.51,1.28,80,19391.55,242.39,32,218684.97
63,880.7,178985.7,329381.28,374,478.57,1.24,118,27795.41,235.55,51,357176.69
43,911.31,162384.98,311669.52,342,474.81,1.23,133,31466.61,236.59,49,343136.13
60,887.8,47355.4,88779.92,100,473.55,1.23,38,9763.06,256.92,16,98542.98
34,853.9,72377.44,134916.52,158,458.09,1.19,55,14012.99,254.78,27,148929.50999999998
52,755.76,26313.42,52903.05,70,375.91,0.98,33,7744.36,234.68,13,60647.41
31,870.3,31311.72,57439.74,66,474.42,1.23,4,964.58,241.14,3,58404.32
47,1011.2,13388.7,26291.24,26,514.95,1.34,10,2542.08,254.21,3,28833.32
41,884.81,111330.62,208815.55,236,471.74,1.23,71,16757.55,236.02,27,225573.09999999998
23,975.98,47901.06,91742.41,94,509.59,1.32,43,9879.57,229.76,17,101621.98000000001
26,781.57,40766.22,82846.28,106,384.59,1.0,23,4794.84,208.47,10,87641.12
28,869.45,80112.88,158239.87,182,440.18,1.14,53,10969.89,206.98,25,169209.76
48,736.8,2447.82,2947.21,4,611.95,1.59,1,208.04,208.04,1,3155.25
48,896.6,83017.52,152422.03,170,488.34,1.27,51,12534.18,245.77,21,164956.21
44,950.5,49248.36,91247.86,96,513.0,1.33,29,7014.54,241.88,14,98262.4
31,969.86,27117.78,52372.24,54,502.18,1.3,9,1803.13,200.35,5,54175.369999999995
46,926.63,117772.64,213124.76,230,512.05,1.33,97,23256.17,239.75,36,236380.93
62,900.31,167246.78,333115.38,370,452.02,1.17,137,31813.11,232.21,54,364928.49
42,886.63,94751.86,182646.12,206,459.96,1.19,87,20471.86,235.31,37,203117.97999999998
32,844.39,63743.9,124969.79,148,430.7,1.12,82,18214.95,222.13,28,143184.74
62,886.96,52122.46,97565.48,110,473.84,1.23,32,7899.38,246.86,14,105464.86
31,870.29,165714.38,302859.48,348,476.19,1.24,122,28646.84,234.81,49,331506.32
58,887.09,183181.22,347740.59,392,467.3,1.21,135,32513.75,240.84,60,380254.34
44,895.23,83083.58,157559.89,176,472.07,1.23,63,14797.08,234.87,26,172356.97
29,907.36,153699.1,281282.96,310,495.8,1.29,145,34368.32,237.02,53,315651.28
46,893.55,178160.42,341335.85,382,466.39,1.21,111,26222.87,236.24,50,367558.72
40,893.28,140897.32,269769.49,302,466.55,1.21,116,27404.01,236.24,45,297173.5
56,863.49,84464.44,172698.73,200,422.32,1.1,70,14702.81,210.04,30,187401.54
57,868.48,90710.7,171959.61,198,458.13,1.19,65,17285.36,265.93,26,189244.96999999997
39,897.22,146777.96,281727.3,314,467.45,1.21,109,25186.07,231.06,43,306913.37
65,880.86,164084.6,308302.06,350,468.81,1.22,125,29887.41,239.1,50,338189.47
36,885.58,142549.28,269215.62,304,468.91,1.22,111,28159.96,253.69,45,297375.58
48,919.75,146225.12,283283.19,308,474.76,1.23,110,26661.72,242.38,42,309944.91000000003
31,975.38,11414.08,23409.09,24,475.59,1.24,7,1575.02,225.0,3,24984.11
44,937.56,35350.7,73129.75,78,453.21,1.18,35,7206.94,205.91,13,80336.69
51,965.06,56584.52,108087.28,112,505.22,1.31,30,8082.05,269.4,13,116169.33
60,868.96,149571.02,283282.28,326,458.81,1.19,107,25652.27,239.74,50,308934.55000000005
64,951.12,93660.6,182614.92,192,487.82,1.27,77,17196.48,223.33,30,199811.40000000002
62,869.12,110485.24,212065.03,244,452.81,1.18,65,15311.56,235.56,28,227376.59
42,843.15,143721.5,278238.47,330,435.52,1.13,139,33008.9,237.47,55,311247.37
21,870.97,100424.22,193355.21,222,452.36,1.18,78,18518.78,237.42,30,211873.99
55,848.35,159476.34,286743.26,338,471.82,1.23,129,29646.93,229.82,56,316390.19
30,893.84,82996.88,150165.08,168,494.03,1.28,70,17409.97,248.71,25,167575.05
61,907.27,180457.14,344761.33,380,474.89,1.23,133,31294.11,235.29,55,376055.44
24,880.52,144224.7,267676.81,304,474.42,1.23,147,35508.47,241.55,52,303185.28
61,872.89,22430.0,47136.14,54,415.37,1.08,20,4526.22,226.31,10,51662.36
57,938.14,128812.2,249544.8,266,484.26,1.26,99,22896.93,231.28,40,272441.73
64,1005.75,30135.44,56322.06,56,538.13,1.4,27,6550.82,242.62,9,62872.88
21,896.31,131844.02,250966.43,280,470.87,1.22,109,25684.0,235.63,40,276650.43
41,890.33,126879.68,242168.61,272,466.47,1.21,52,13966.62,268.59,25,256135.22999999998
32,906.22,129677.3,248303.33,274,473.27,1.23,101,24476.81,242.34,38,272780.14
52,883.03,176777.78,330252.08,374,472.67,1.23,128,27857.81,217.64,57,358109.89
64,925.43,64090.06,124007.32,134,478.28,1.24,57,14088.3,247.16,22,138095.62
41,856.0,149205.0,277345.56,324,460.51,1.2,122,29886.6,244.97,50,307232.16
24,905.35,75980.88,144856.4,160,474.88,1.23,81,18908.46,233.44,32,163764.86
47,861.45,152922.94,296337.87,344,444.54,1.16,142,32542.7,229.17,56,328880.57
30,925.77,155735.5,296245.14,320,486.67,1.26,113,26725.18,236.51,46,322970.32
25,895.08,47702.66,93088.08,104,458.68,1.19,53,12215.03,230.47,21,105303.11
32,943.54,76735.0,135870.01,144,532.88,1.38,46,11140.48,242.18,24,147010.49000000002
30,940.75,8877.8,15052.07,16,554.86,1.44,3,591.03,197.01,2,15643.1
29,869.79,160474.7,299207.53,344,466.5,1.21,121,28575.76,236.16,49,327783.29000000004
55,916.13,73368.94,141083.33,154,476.42,1.24,76,19307.46,254.05,27,160390.78999999998
34,935.33,79697.88,153393.54,164,485.96,1.26,76,19563.64,257.42,27,172957.18
50,778.13,29305.48,60693.78,78,375.71,0.98,37,8786.99,237.49,11,69480.77
32,890.42,125981.18,236850.44,266,473.61,1.23,99,24410.46,246.57,41,261260.9
62,861.11,36665.76,70611.14,82,447.14,1.16,18,4152.12,230.67,9,74763.26
34,767.11,9174.44,18410.52,24,382.27,0.99,16,3682.72,230.17,7,22093.24
34,957.17,96628.58,179947.25,188,513.98,1.33,65,12871.52,198.02,27,192818.77
32,888.32,5052.32,8883.19,10,505.23,1.31,3,938.49,312.83,1,9821.68
51,863.91,9375.12,19006.13,22,426.14,1.11,10,2553.09,255.31,3,21559.22
42,912.35,124402.16,233561.49,256,485.95,1.26,90,21240.72,236.01,34,254802.21
55,888.39,161871.4,303830.46,342,473.31,1.23,107,24012.52,224.42,40,327842.98000000004
21,851.12,98263.44,190651.8,224,438.68,1.14,100,22187.97,221.88,39,212839.77
28,863.41,78195.94,139873.04,162,482.69,1.25,78,17801.3,228.22,26,157674.34
38,814.6,29569.74,52134.26,64,462.03,1.2,30,7248.76,241.63,10,59383.020000000004
35,935.42,82703.0,162763.55,174,475.3,1.23,59,14103.92,239.05,26,176867.47
55,838.74,60325.9,112390.75,134,450.19,1.17,33,7654.29,231.95,14,120045.04
64,906.16,126594.42,241038.98,266,475.92,1.24,106,24896.46,234.87,37,265935.44
30,873.0,151572.56,284597.11,326,464.95,1.21,123,27500.54,223.58,49,312097.64999999997
52,850.54,132950.86,253462.1,298,446.14,1.16,114,27899.85,244.74,44,281361.95
64,842.46,96780.02,183657.36,218,443.95,1.15,71,16016.58,225.59,32,199673.93999999997
51,848.63,72148.76,135780.99,160,450.93,1.17,70,16498.32,235.69,28,152279.31
64,899.52,181755.32,354412.23,394,461.31,1.2,156,39002.15,250.01,60,393414.38
46,893.95,195666.7,352216.53,394,496.62,1.29,163,37803.97,231.93,59,390020.5
46,843.15,85460.62,165258.28,196,436.02,1.13,57,12319.35,216.13,27,177577.63
60,923.8,16306.7,33256.88,36,452.96,1.18,10,2578.72,257.87,4,35835.6
29,913.19,78010.94,149762.86,164,475.68,1.24,51,11911.51,233.56,16,161674.37
24,843.59,91946.68,177153.05,210,437.84,1.14,90,20978.17,233.09,42,198131.21999999997
22,901.65,77044.56,144264.21,160,481.53,1.25,58,12817.57,220.99,21,157081.78
52,889.1,50590.5,96022.96,108,468.43,1.22,41,9669.64,235.84,13,105692.6
45,882.99,184840.92,347897.71,394,469.14,1.22,155,38988.58,251.54,62,386886.29000000004
50,832.82,160436.84,293152.07,352,455.79,1.18,137,34508.31,251.89,55,327660.38
27,877.69,111304.48,208891.1,238,467.67,1.21,102,24839.74,243.53,39,233730.84
34,862.78,32057.8,60394.7,70,457.97,1.19,32,7257.82,226.81,11,67652.51999999999
48,804.9,29179.2,56342.84,70,416.85,1.08,28,6784.51,242.3,11,63127.35
39,855.7,131518.8,246441.77,288,456.66,1.19,102,23765.05,232.99,40,270206.82
54,902.19,120175.8,223743.2,248,484.58,1.26,75,17806.38,237.42,30,241549.58000000002
64,884.43,62933.64,122051.89,138,456.04,1.18,57,12785.22,224.3,26,134837.11
32,872.3,83091.38,153525.04,176,472.11,1.23,71,16711.21,235.37,26,170236.25
30,913.1,112207.54,219144.61,240,467.53,1.21,82,19728.96,240.6,34,238873.56999999998
54,906.51,79597.08,154106.86,170,468.22,1.22,62,13402.78,216.17,27,167509.63999999998
61,923.28,74525.66,140338.75,152,490.3,1.27,51,12463.94,244.39,21,152802.69
41,819.15,37053.3,72085.45,88,421.06,1.09,27,6076.53,225.06,12,78161.98
53,929.57,165067.46,308615.75,332,497.19,1.29,76,17059.15,224.46,32,325674.9
29,918.83,66171.58,124960.39,136,486.56,1.26,51,12975.68,254.43,19,137936.07
53,846.25,82929.76,154017.71,182,455.66,1.18,72,15994.03,222.14,27,170011.74
41,915.69,84592.06,161161.93,176,480.64,1.25,75,18283.82,243.78,29,179445.75
28,882.02,62222.28,112898.07,128,486.11,1.26,39,8124.57,208.32,15,121022.64000000001
34,896.41,91904.0,175695.46,196,468.9,1.22,78,18406.3,235.98,29,194101.75999999998
43,907.52,193277.22,363007.61,400,483.19,1.26,129,30856.16,239.2,56,393863.76999999996
64,884.44,172233.94,320165.52,362,475.78,1.24,108,26116.77,241.82,46,346282.29000000004
33,879.9,178807.94,336120.74,382,468.08,1.22,163,39065.46,239.67,65,375186.2
52,926.55,146797.3,272404.55,294,499.31,1.3,93,20912.5,224.87,37,293317.05
42,890.36,170990.28,340118.27,382,447.62,1.16,157,37329.72,237.77,67,377447.99
22,919.17,96015.4,187510.03,204,470.66,1.22,72,16351.89,227.11,28,203861.91999999998
63,914.39,74963.18,142644.82,156,480.53,1.25,55,12739.78,231.63,22,155384.6
22,924.67,154967.76,294046.25,318,487.32,1.27,118,27432.35,232.48,45,321478.6
31,838.17,8666.22,18439.72,22,393.92,1.02,14,3070.49,219.32,5,21510.21
24,900.75,153387.84,300850.98,334,459.25,1.19,117,28275.4,241.67,50,329126.38
35,924.04,108916.6,205136.09,222,490.62,1.27,84,20148.08,239.86,36,225284.16999999998
62,876.69,146378.32,268266.64,306,478.36,1.24,112,25496.61,227.65,48,293763.25
63,841.88,145463.48,287923.31,342,425.33,1.1,112,24425.19,218.08,46,312348.5
37,956.99,188537.72,355999.29,372,506.82,1.32,143,34732.2,242.88,58,390731.49
63,835.54,59389.7,111961.91,134,443.21,1.15,36,8745.09,242.92,15,120707.0
39,891.89,132355.84,246162.18,276,479.55,1.25,93,21469.72,230.86,32,267631.9
34,878.51,182299.18,335591.24,382,477.22,1.24,161,37506.79,232.96,62,373098.02999999997
46,805.51,39743.84,72496.11,90,441.6,1.15,34,8411.55,247.4,17,80907.66
22,801.55,7650.38,14427.88,18,425.02,1.1,3,665.92,221.97,3,15093.8
65,852.03,52137.06,95427.16,112,465.51,1.21,34,8074.0,237.47,16,103501.16
38,668.28,10109.38,14702.14,22,459.52,1.19,2,626.04,313.02,1,15328.18
38,934.21,33064.56,65394.77,70,472.35,1.23,18,4187.01,232.61,10,69581.78
30,992.09,45052.42,91272.25,92,489.7,1.27,38,7980.14,210.0,15,99252.39
55,926.31,70966.28,133388.81,144,492.82,1.28,60,14983.73,249.73,26,148372.54
36,747.33,16361.86,29893.26,40,409.05,1.06,25,5495.12,219.8,9,35388.38
57,921.26,27539.48,51590.38,56,491.78,1.28,28,6811.42,243.27,10,58401.799999999996
47,894.35,175679.86,329119.33,368,477.39,1.24,148,35036.71,236.73,60,364156.04000000004
38,937.05,45980.36,95579.55,102,450.79,1.17,39,9640.02,247.18,17,105219.57
32,881.1,176704.82,341864.98,388,455.42,1.18,160,37781.64,236.14,67,379646.62
50,901.48,27385.52,55891.72,62,441.7,1.15,23,6176.02,268.52,8,62067.740000000005
42,902.32,168367.66,304985.62,338,498.13,1.29,100,22483.93,224.84,39,327469.55
53,895.32,71764.06,134298.46,150,478.43,1.24,75,17886.05,238.48,29,152184.50999999998
36,905.89,133038.58,257273.07,284,468.45,1.22,85,21902.42,257.68,35,279175.49
54,898.75,112839.0,215699.59,240,470.16,1.22,83,20212.86,243.53,34,235912.45
65,876.51,165056.68,319050.45,364,453.45,1.18,127,30940.53,243.63,55,349990.98
61,874.87,110207.96,206470.19,236,466.98,1.21,103,23816.2,231.23,36,230286.39
57,833.23,21116.84,36661.94,44,479.93,1.25,13,2934.44,225.73,6,39596.380000000005
29,915.14,57098.5,107986.23,118,483.89,1.26,44,10205.9,231.95,16,118192.12999999999
47,903.77,148729.0,281974.8,312,476.7,1.24,137,33426.1,243.99,53,315400.89999999997
57,872.48,159641.86,305368.44,350,456.12,1.18,140,31282.82,223.45,56,336651.26
53,929.13,112756.54,213699.22,230,490.25,1.27,92,21987.19,238.99,35,235686.41
41,905.75,68466.48,128616.41,142,482.16,1.25,54,12510.81,231.68,20,141127.22
64,864.23,109829.6,214330.0,248,442.86,1.15,69,17506.4,253.72,27,231836.4
40,911.58,156864.94,295351.86,324,484.15,1.26,123,28225.13,229.47,46,323576.99
57,915.89,128739.64,239964.43,262,491.37,1.28,93,22358.49,240.41,38,262322.92
58,898.99,89200.48,172606.61,192,464.59,1.21,43,10434.54,242.66,19,183041.15
45,884.35,134966.46,256461.82,290,465.4,1.21,105,25551.78,243.35,45,282013.6
25,861.45,37526.94,75807.83,88,426.44,1.11,21,4681.98,222.95,11,80489.81
55,875.04,85914.12,161008.24,184,466.92,1.21,41,9295.62,226.72,20,170303.86
38,936.29,125488.8,245307.75,262,478.96,1.24,99,23035.2,232.68,38,268342.95
61,906.04,120247.3,239194.28,264,455.48,1.18,118,29199.99,247.46,47,268394.27
44,788.77,8990.44,20508.0,26,345.79,0.9,11,2550.98,231.91,5,23058.98
61,880.03,176655.44,334410.53,380,464.88,1.21,119,26914.58,226.17,48,361325.11000000004
22,830.3,48812.78,97975.9,118,413.67,1.07,50,12443.82,248.88,20,110419.72
47,871.35,64697.02,120246.78,138,468.82,1.22,51,12859.57,252.15,23,133106.35
53,908.92,6502.26,10907.08,12,541.85,1.41,6,1322.46,220.41,2,12229.54
26,851.54,87857.72,149870.96,176,499.19,1.3,62,15880.13,256.13,24,165751.09
47,834.25,98308.02,186871.14,224,438.88,1.14,73,15059.68,206.3,27,201930.82
